总台高清,#genre#
海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
海口一套,http://124.225.35.97:16080/live/tv2401.m3u8
海口二套,http://124.225.35.97:16080/live/tv2402.m3u8
海口三套,http://124.225.35.97:16080/live/tv2403.m3u8
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
甘肃经济,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000326/index.m3u8?
甘肃公共应急,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000325/index.m3u8?
甘肃都市,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000324/index.m3u8?
甘肃少儿,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000327/index.m3u8?
甘肃文化影视,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000323/index.m3u8?
甘肃兰州新闻综合,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000328/index.m3u8?
甘肃兰州文旅,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000330/index.m3u8?
河北生活,http://121.24.98.186:8090/hls/26/index.m3u8
河北农民,http://121.24.98.186:8090/hls/27/index.m3u8
河北都市,http://121.24.98.186:8090/hls/28/index.m3u8
河北少儿科教,http://121.24.98.186:8090/hls/30/index.m3u8
河北公共,http://121.24.98.186:8090/hls/31/index.m3u8
河北影视,,http://121.24.98.186:8090/hls/29/index.m3u8
iHot-爱电竞,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000230630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3
iHot-爱谍战,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
iHot-爱动漫,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3
iHot-爱都市,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000080630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3
iHot-爱怀旧,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
iHot-爱经典,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
iHot-爱科幻,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
iHot-爱科学,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
iHot-爱浪漫,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
iHot-爱历史,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
iHot-爱旅行,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
iHot-爱青春,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
iHot-爱赛车,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
iHot-爱体育,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
iHot-爱玩具,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
iHot-爱悬疑,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
iHot-爱幼教,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
iHot-爱院线,http://zteres.sn.chinamobile.com:6060/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
广东珠江,http://183.6.110.241:9901/hls/1050/index.m3u8
广东新闻,http://183.54.208.197:9999/udp/239.77.0.173:5146
广东民生,http://183.54.208.197:9999/udp/239.77.0.225:5146
广东体育,http://183.54.208.197:9999/udp/239.77.0.112:5146
广东经济科教,http://183.54.208.197:9999/udp/239.77.0.85:5146
广东大湾区卫视,http://113.74.172.130:4000/udp/239.77.0.215:5146
广东影视,http://183.54.208.197:9999/udp/239.77.0.217:5146
南国都市,http://183.54.208.197:9999/udp/239.253.43.99:5146
岭南戏曲,http://14.19.199.43:8089/hls/28/index.m3u8
广州综合,http://183.6.110.241:9901/hls/1054/index.m3u8
广州影视,http://183.6.110.241:9901/hls/1056/index.m3u8
广州新闻,http://183.6.110.241:9901/hls/1055/index.m3u8
深圳都市,http://113.64.145.231:8081/hls/68/index.m3u8
深圳电视剧,http://113.64.145.231:8081/hls/69/index.m3u8
四川经济,http://182.149.204.14:4000/udp/239.93.1.101:5140
四川文化旅游,http://182.149.204.14:4000/udp/239.93.1.102:5140
四川妇女儿童,http://182.149.204.14:4000/udp/239.93.0.219:5140
四川影视文艺,http://182.149.204.14:4000/udp/239.93.0.166:5140
四川新闻,http://182.149.204.14:4000/udp/239.93.0.47:5140
四川公共乡村,http://182.149.204.14:4000/udp/239.93.0.52:5140
福建电视剧,http://xxw.me0.cn/api/bestv.php?id=fjdsj
福建公共,http://xxw.me0.cn/api/bestv.php?id=fjgg
福建旅游,http://xxw.me0.cn/api/bestv.php?id=fjly
福建少儿,http://xxw.me0.cn/api/bestv.php?id=fjse
福建文体,http://xxw.me0.cn/api/bestv.php?id=fjwt
福建新闻,http://xxw.me0.cn/api/bestv.php?id=fjxw
福建综合,http://xxw.me0.cn/api/bestv.php?id=fjzh
吉林都市,http://gongzhuling.lnott.top:9999/hls/19/index.m3u8
吉林生活,http://gongzhuling.lnott.top:9999/hls/20/index.m3u8
吉林影视,http://gongzhuling.lnott.top:9999/hls/21/index.m3u8
吉林乡村,http://gongzhuling.lnott.top:9999/hls/22/index.m3u8
吉林公共,http://gongzhuling.lnott.top:9999/hls/23/index.m3u8
吉林综艺,http://gongzhuling.lnott.top:9999/hls/24/index.m3u8
吉林教育,http://gongzhuling.lnott.top:9999/hls/27/index.m3u8
内蒙古蒙古语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙古蒙古语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
北京新闻,http://183.242.49.77:8787/live/BTV新闻/index.m3u8
北京影视,http://183.242.49.77:8787/live/BTV影视/index.m3u8
北京文艺,http://183.242.49.77:8787/live/BTV文艺/index.m3u8
北京生活,http://183.242.49.77:8787/live/BTV生活/index.m3u8
北京国际,http://183.242.49.77:8787/live/BTV国际/index.m3u8
北京少儿,http://183.242.49.77:8787/live/BTV卡酷少儿/index.m3u8
北京财经,http://183.242.49.77:8787/live/BTV财经/index.m3u8
tvg-id="BJ09" tvg-name="BTV体育休闲" tvg-logo="https://tv.5i計畫通行.cloudns.org/LOGO/北京体育休闲.png" group-title="地方特色",
江苏城市,http://20240504.shunyue1809.com:6321/udp/239.49.8.107:8000
江苏综艺,http://20240504.shunyue1809.com:6321/udp/239.49.8.108:8000
江苏影视,http://20240504.shunyue1809.com:6321/udp/239.49.8.118:8000
江苏教育,http://20240504.shunyue1809.com:6321/udp/239.49.8.122:8000
江苏体育休闲,http://20240504.shunyue1809.com:6321/udp/239.49.8.117:8000
江苏优漫卡通,http://20240504.shunyue1809.com:6321/udp/239.49.8.119:8000
江苏新闻,http://20240504.shunyue1809.com:6321/udp/239.49.8.120:8000
江苏精彩推荐,http://20240504.shunyue1809.com:6321/udp/239.49.8.34:8612
苏州4K,http://liveshowbak2.kan0512.com/ksznorecord/csztv4k_4k.m3u8
苏州新闻综合,https://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济,https://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活,https://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯,https://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
镇江新闻综合,http://tvbox.netsite.cc/proxy/1052067340/1052067340.m3u8
镇江社会民生,http://tvbox.netsite.cc/proxy/1259661680/1259661680.m3u8
常州新闻综合,http://tvbox.netsite.cc/proxy/1762429386/1762429386.m3u8
常州公共,http://tvbox.netsite.cc/proxy/1874518057/1874518057.m3u8
扬州新闻综合,http://tvbox.netsite.cc/proxy/454285884/454285884.m3u8
扬州生活,http://tvbox.netsite.cc/proxy/1605855413/1605855413.m3u8
扬州刊江,http://tvbox.netsite.cc/proxy/1768394281/1768394281.m3u8
无锡新闻综合,http://tvbox.netsite.cc/proxy/1808503557/1808503557.m3u8
无锡经济,http://tvbox.netsite.cc/proxy/326472624/326472624.m3u8
无锡娱乐,http://tvbox.netsite.cc/proxy/326472624/326472624.m3u8
无锡都市资讯,http://tvbox.netsite.cc/proxy/1260824748/1260824748.m3u8
靖江新闻综合,rtmp://visit.jjbctv.com:1935/live/xwzhpc
港澳台,#genre#
TVB翡翠台,http://60.30.198.43:5080/HK/tvb/hls.m3u8
TVB明珠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=mzt2
TVB无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB无线财经,http://live.cooltv.top/tv/tvb.php?id=2&hq
澳门澳视",https://iptv.hiper25.com/TDM/video.m3u8
中天新闻",http://66.165.240.154:8080/live/ztylt01/hls.m3u8
华视",http://66.165.240.154:8080/live/tytvbs10/hls.m3u8
中视",http://66.165.240.154:8080/live/ztylt06/hls.m3u8
TVBS",http://66.165.240.154:8080/live/tytvbsyz1/hls.m3u8
三立新闻",http://66.165.240.154:8080/live/slxw01/hls.m3u8
台视新闻",http://66.165.240.154:8080/live/tyxltsxw3/hls.m3u8
